# voltage (V), current (A), dIdV (G0)
-6.380000000000000037e-04,-4.088067686761101701e-09,1.599583110814868370e-01
-6.360000000000000635e-04,-4.072171190033560514e-09,-3.253952228040801146e-03
-6.340000000000000149e-04,-4.089076163574889695e-09,3.931811143462472097e-02
-6.319999999999999663e-04,-4.059985576673299932e-09,1.660666502393270960e-01
-6.300000000000000261e-04,-4.037608178007606286e-09,1.212146769235459831e-01
-6.279999999999999775e-04,-4.022418279245110880e-09,6.109740493369689163e-02
-6.260000000000000373e-04,-4.018672646094399898e-09,1.388000581202038231e-01
-6.239999999999999887e-04,-3.979400855952874753e-09,1.330463285793971051e-01
-6.220000000000000485e-04,-3.977438439772803210e-09,4.841679537858589732e-02
-6.199999999999999999e-04,-3.964395345080174817e-09,1.478623057252751172e-01
-6.180000000000000597e-04,-3.931612411451969584e-09,1.046639139191383044e-01
-6.160000000000000111e-04,-3.931957520849711618e-09,7.339470352072718917e-02
-6.140000000000000709e-04,-3.908865655639915759e-09,1.195771481246911544e-01
-6.120000000000000223e-04,-3.894897732355219242e-09,1.309838241439475193e-01
-6.099999999999999737e-04,-3.868270668260613922e-09,9.571932626571363900e-02
-6.080000000000000335e-04,-3.865232047549424219e-09,5.766080029293843556e-02
-6.059999999999999849e-04,-3.850400221467124353e-09,8.163052525062125531e-02
-6.040000000000000447e-04,-3.839932815648293522e-09,8.730159853152541505e-02
-6.019999999999999961e-04,-3.823343389726700516e-09,8.820923388009113686e-02
-6.000000000000000559e-04,-3.812594686230382407e-09,1.623876883178906605e-01
-5.980000000000000072e-04,-3.773015601536808219e-09,1.825434102177652118e-01
-5.960000000000000671e-04,-3.756020162754711939e-09,2.940783964795320310e-02
-5.940000000000000184e-04,-3.763901415971047583e-09,-1.016041504766307044e-02
-5.919999999999999698e-04,-3.759169115866472357e-09,1.221960594159363783e-01
-5.900000000000000296e-04,-3.726029964879968601e-09,2.031322220353800057e-01
-5.879999999999999810e-04,-3.696213632288643978e-09,4.115448947840956440e-02
-5.860000000000000408e-04,-3.713275214498410609e-09,1.620880829053487626e-01
-5.839999999999999922e-04,-3.645978698907503953e-09,1.847190671727724220e-01
-5.820000000000000520e-04,-3.656026403436407630e-09,-1.436980312867638422e-02
-5.800000000000000034e-04,-3.650432241018249644e-09,1.105445771302389080e-01
-5.780000000000000632e-04,-3.621766022486464439e-09,1.585895401141331484e-01
-5.760000000000000146e-04,-3.601281588855681284e-09,7.193650474983673271e-02
-5.740000000000000744e-04,-3.599471196987848010e-09,5.951867822276819125e-02
-5.720000000000000258e-04,-3.582835341717326968e-09,1.674411330647711527e-01
-5.699999999999999772e-04,-3.547577226660104971e-09,9.546101182298760701e-02
-5.680000000000000370e-04,-3.553249714671418198e-09,2.481869582336438534e-02
-5.659999999999999884e-04,-3.539885325386761554e-09,1.754395738226414425e-01
-5.640000000000000482e-04,-3.498876838236439978e-09,1.803461010456247349e-01
-5.619999999999999996e-04,-3.483991800032003035e-09,3.963024969733244807e-02
-5.600000000000000594e-04,-3.486594485840514842e-09,6.247021916926753793e-02
-5.580000000000000107e-04,-3.464630800493832724e-09,1.855776919449650952e-01
-5.560000000000000706e-04,-3.429079566638687742e-09,8.805366621763827117e-02
-5.540000000000000219e-04,-3.437340885176675186e-09,2.905440057982433197e-02
-5.519999999999999733e-04,-3.420074920205743967e-09,1.250075282686279043e-01
-5.500000000000000331e-04,-3.398598093343039486e-09,8.879688877292746252e-02
-5.479999999999999845e-04,-3.392554662627247129e-09,1.153328695416979549e-01
-5.460000000000000443e-04,-3.362853707239926192e-09,1.576667647099480873e-01
-5.439999999999999957e-04,-3.343690000403754364e-09,1.201264951456857549e-01
-5.420000000000000555e-04,-3.325623663101043979e-09,7.552134006518333720e-02
-5.400000000000000069e-04,-3.320284149590873692e-09,1.239352972372036871e-01
-5.380000000000000667e-04,-3.287213181042855927e-09,1.727539510841298032e-01
-5.360000000000000181e-04,-3.266743611208994346e-09,4.051815399556309844e-02
-5.340000000000000779e-04,-3.274655646088959576e-09,1.015253511331791203e-01
-5.320000000000000293e-04,-3.235278501873040024e-09,1.994150966379653611e-01
-5.299999999999999807e-04,-3.212852187653024070e-09,3.797608983398238075e-02
-5.280000000000000405e-04,-3.223508812771340058e-09,8.239678522962128049e-02
-5.259999999999999919e-04,-3.187315473647668800e-09,1.650302091354005074e-01
-5.240000000000000517e-04,-3.172362044833853230e-09,4.124177774344667258e-02
-5.220000000000000031e-04,-3.174533670566739703e-09,1.273433411277939964e-01
-5.200000000000000629e-04,-3.132895329308435946e-09,1.465216260500753209e-01
-5.180000000000000143e-04,-3.129123150610013252e-09,1.333799979023013726e-01
-5.160000000000000741e-04,-3.091557710966003395e-09,1.300472589146621227e-01
-5.140000000000000254e-04,-3.088818426962982730e-09,7.425233480536160002e-02
-5.119999999999999768e-04,-3.068545154919428207e-09,1.269888672214501968e-01
-5.100000000000000366e-04,-3.049461571291238550e-09,1.394537158039071134e-01
-5.079999999999999880e-04,-3.025325147639485894e-09,1.365835429899275866e-01
-5.060000000000000478e-04,-3.007131098500926710e-09,1.177710041368496274e-01
-5.039999999999999992e-04,-2.988825125916736153e-09,6.863195371868985317e-02
-5.020000000000000590e-04,-2.985860431582810018e-09,4.472533470781393794e-02
-5.000000000000000104e-04,-2.974963686079681639e-09,1.608801828308768223e-01
-4.980000000000000702e-04,-2.935999855024734427e-09,1.260232640774798241e-01
-4.960000000000000216e-04,-2.935906093677272154e-09,1.694064918516993701e-01
-4.939999999999999730e-04,-2.883496773490530653e-09,1.695282911288211181e-01
-4.920000000000000328e-04,-2.883365263664200134e-09,4.614405969618238373e-02
-4.899999999999999842e-04,-2.869195637199551078e-09,1.548555260835174641e-01
-4.880000000000000440e-04,-2.835371870830695053e-09,1.955072243975297108e-01
-4.859999999999999954e-04,-2.808603320866981549e-09,1.006248760293485534e-01
-4.840000000000000552e-04,-2.804185840042908019e-09,1.642671420595907539e-01
-4.820000000000000066e-04,-2.757693045477444137e-09,1.306002480953423472e-01
-4.800000000000000664e-04,-2.763709731959990399e-09,3.673288983491541926e-02
-4.780000000000000178e-04,-2.746308653480956120e-09,1.276759319891822286e-01
-4.760000000000000776e-04,-2.724139938654480931e-09,1.372484358381500791e-01
-4.740000000000000289e-04,-2.703772114659526332e-09,1.514320042147349610e-01
-4.719999999999999803e-04,-2.677207576279996396e-09,1.973901059910867506e-01
-4.700000000000000401e-04,-2.642596248754887622e-09,1.473518290210719950e-01
-4.679999999999999915e-04,-2.631539756772350307e-09,1.321347023632216400e-01
-4.660000000000000513e-04,-2.601644576975114501e-09,1.734819346245662641e-01
-4.640000000000000027e-04,-2.577773599060530645e-09,1.530205168533576021e-01
-4.620000000000000625e-04,-2.554219896935162101e-09,1.285042650214555937e-01
-4.600000000000000139e-04,-2.537947085742372318e-09,1.505536210491004723e-01
-4.580000000000000737e-04,-2.507559766294301148e-09,2.224224843390141260e-01
-4.560000000000000251e-04,-2.469013093292342464e-09,1.300496091160446843e-01
-4.539999999999999765e-04,-2.467254314264231970e-09,1.157699853358378217e-01
-4.520000000000000363e-04,-2.433133234658461975e-09,3.028598452693446741e-01
-4.499999999999999877e-04,-2.373390879777126112e-09,1.772524202765747847e-01
-4.480000000000000475e-04,-2.378198514198851609e-09,1.511933194580937778e-01
-4.459999999999999989e-04,-2.326532491458190748e-09,2.532544538545572488e-01
-4.440000000000000587e-04,-2.299708964629134351e-09,1.763836577175904308e-01
-4.420000000000000101e-04,-2.271867021078493690e-09,2.265703029228406107e-01
-4.400000000000000699e-04,-2.229489465024595715e-09,2.323469135015345521e-01
-4.380000000000000213e-04,-2.199857213128098124e-09,1.937187128525788837e-01
-4.360000000000000811e-04,-2.169451450752371883e-09,2.504244717346088556e-01
-4.340000000000000325e-04,-2.122244742000653281e-09,2.956376459765782116e-01
-4.319999999999999838e-04,-2.077826346769483056e-09,2.653907810474425144e-01
-4.300000000000000436e-04,-2.039993857377190948e-09,3.189991939945974186e-01
-4.279999999999999950e-04,-1.978960946107593941e-09,3.195549259134770059e-01
-4.260000000000000548e-04,-1.940956222239933134e-09,2.323486855609263602e-01
-4.240000000000000062e-04,-1.906950588954049407e-09,2.892358923566374918e-01
-4.220000000000000660e-04,-1.851315173227998477e-09,3.383120730086119909e-01
-4.200000000000000174e-04,-1.802099669966095304e-09,3.603348456497800223e-01
-4.179999999999999688e-04,-1.739638875738013495e-09,4.114446573528504625e-01
-4.160000000000001370e-04,-1.674583232103025372e-09,3.785273391196283255e-01
-4.140000000000000884e-04,-1.622324293920691058e-09,3.304563875516929872e-01
-4.120000000000000398e-04,-1.572166975975643224e-09,3.352818466367484262e-01
-4.099999999999999912e-04,-1.518412513808286958e-09,4.209846913839527804e-01
-4.079999999999999426e-04,-1.441693855761735241e-09,3.991366701859229704e-01
-4.060000000000001108e-04,-1.394710612487961858e-09,3.785115011133726726e-01
-4.040000000000000622e-04,-1.324384182517419907e-09,4.315937354073807741e-01
-4.020000000000000136e-04,-1.260949498424032873e-09,3.692500468337093222e-01
-3.999999999999999650e-04,-1.209944853165212152e-09,3.595091712816589347e-01
-3.980000000000001332e-04,-1.149529096963754961e-09,3.472067666723335777e-01
-3.960000000000000846e-04,-1.102337258080946909e-09,4.311187589566156664e-01
-3.940000000000000360e-04,-1.015915189344211852e-09,3.959408896414521872e-01
-3.919999999999999873e-04,-9.796258047927903094e-10,3.696349963153909846e-01
-3.899999999999999387e-04,-9.013565550361999419e-10,4.339955686647791189e-01
-3.880000000000001070e-04,-8.451203057530229272e-10,2.661334510474959725e-01
-3.860000000000000583e-04,-8.188754994013523113e-10,3.266052416847008977e-01
-3.840000000000000097e-04,-7.438976108832093695e-10,3.766041757524648537e-01
-3.819999999999999611e-04,-7.021569514311680876e-10,2.889014311053654249e-01
-3.800000000000001293e-04,-6.543602193294630458e-10,2.411093338354173277e-01
-3.780000000000000807e-04,-6.274314620201765401e-10,2.980700045695581779e-01
-3.760000000000000321e-04,-5.619812698467254267e-10,2.866844864823757111e-01
-3.739999999999999835e-04,-5.385811540783061353e-10,1.529980639317828073e-01
-3.719999999999999349e-04,-5.145635484986098273e-10,1.951453322619983166e-01
-3.700000000000001031e-04,-4.781009966842236033e-10,2.112601176726583152e-01
-3.680000000000000545e-04,-4.490890376823289088e-10,2.308566411801775964e-01
-3.660000000000000059e-04,-4.065530593997076785e-10,2.364751346405292443e-01
-3.639999999999999573e-04,-3.757997962894293031e-10,9.049457698270525763e-02
-3.620000000000001255e-04,-3.785066480621428198e-10,1.525590986012176076e-01
-3.600000000000000769e-04,-3.285181206871933418e-10,1.671982222256089834e-01
-3.580000000000000283e-04,-3.266879615529517740e-10,6.555907962818527390e-02
-3.559999999999999797e-04,-3.081998101820730636e-10,1.266645552777944106e-01
-3.539999999999999310e-04,-2.874316178287371137e-10,1.164130028427092234e-01
-3.520000000000000993e-04,-2.721206652031276951e-10,1.143133664510192354e-01
-3.500000000000000507e-04,-2.520031998642060963e-10,1.269296330022818553e-01
-3.480000000000000020e-04,-2.327821676179273244e-10,4.467215925325629389e-02
-3.459999999999999534e-04,-2.381582403591366964e-10,-1.756087793068786956e-02
-3.440000000000001217e-04,-2.382246993398774347e-10,4.759906741239557787e-02
-3.420000000000000730e-04,-2.234061627380916596e-10,1.888781101486161074e-01
-3.400000000000000244e-04,-1.796869024186102687e-10,1.473507449583372764e-01
-3.379999999999999758e-04,-1.777386792071432846e-10,-1.775324273704538547e-02
-3.359999999999999272e-04,-1.851890525471636428e-10,1.716596897415587075e-02
-3.340000000000000954e-04,-1.724185391179885522e-10,9.629490197930443141e-02
-3.320000000000000468e-04,-1.553449832043354452e-10,-2.817826787859013457e-02
-3.299999999999999982e-04,-1.811516512894948024e-10,7.040875380567451769e-02
-3.279999999999999496e-04,-1.335236438838971665e-10,1.442985452810431057e-01
-3.260000000000001178e-04,-1.364301166815394165e-10,-4.928548317305714993e-02
-3.240000000000000692e-04,-1.487983816652150379e-10,1.541520824983956019e-02
-3.220000000000000206e-04,-1.316525787798835182e-10,5.786061745982341853e-02
-3.199999999999999720e-04,-1.308660068022029547e-10,4.822800769190723619e-03
-3.180000000000001402e-04,-1.301578786698683043e-10,1.745894921282243120e-02
-3.160000000000000916e-04,-1.254550652024866666e-10,3.271424439715889254e-02
-3.140000000000000430e-04,-1.200189600125035944e-10,7.949063627298910001e-03
-3.119999999999999944e-04,-1.229914622367278313e-10,4.863066398561699533e-02
-3.099999999999999457e-04,-1.049471661963937341e-10,2.342067745288846023e-02
-3.080000000000001140e-04,-1.157328399463128717e-10,-3.803751742650110512e-02
-3.060000000000000654e-04,-1.167358931629509648e-10,-4.413076740696177808e-02
-3.040000000000000167e-04,-1.294100093039253317e-10,1.199125551209935386e-01
-3.019999999999999681e-04,-7.957215410150099910e-11,1.829295925049048144e-01
-3.000000000000001363e-04,-7.271579879685865250e-11,-2.721882007186075120e-02
-2.980000000000000877e-04,-8.800791068838007772e-11,-8.717464961845414195e-02
-2.960000000000000391e-04,-9.973328606434800628e-11,-9.600445535538817965e-02
-2.939999999999999905e-04,-1.177619637478301244e-10,1.251242705610075834e-01
-2.919999999999999419e-04,-6.095431303111102087e-11,1.152741239047710836e-01
-2.900000000000001101e-04,-8.203578430805164169e-11,-5.278163138299767077e-02
-2.880000000000000615e-04,-7.731258989357696980e-11,-2.667346865215954738e-02
-2.860000000000000129e-04,-9.030252358195335905e-11,-4.718382120442340955e-02
-2.839999999999999643e-04,-9.193597288624164032e-11,6.275276850399469364e-02
-2.820000000000001325e-04,-7.085395531725030727e-11,1.012315825779863399e-01
-2.800000000000000839e-04,-6.056190937880065906e-11,-1.492370820204731718e-02
-2.780000000000000353e-04,-7.547916572070210820e-11,-3.490009150942091371e-03
-2.759999999999999867e-04,-6.164354582026263386e-11,7.863686854346048707e-03
-2.739999999999999380e-04,-7.304202303767786881e-11,-2.881321126870301993e-02
-2.720000000000001063e-04,-7.057344197694259062e-11,-2.308562207090925078e-02
-2.700000000000000577e-04,-8.019680373473622667e-11,1.347608504654175809e-01
-2.680000000000000090e-04,-2.880786474157726119e-11,3.130266363547037911e-02
-2.659999999999999604e-04,-7.049536736634970790e-11,-9.467235047449677754e-02
-2.640000000000001287e-04,-5.814906696863976566e-11,-3.645161229327940206e-02
-2.620000000000000800e-04,-8.179258479508418393e-11,-3.579866345306915998e-02
-2.600000000000000314e-04,-6.924392009703923232e-11,9.108091452439356916e-02
-2.579999999999999828e-04,-5.356445357523511001e-11,4.153481620706004490e-02
-2.559999999999999342e-04,-5.637129746026062546e-11,4.409915673093695726e-02
-2.540000000000001024e-04,-3.989708111432372212e-11,-1.253861613680435673e-02
-2.520000000000000538e-04,-6.025731137957167561e-11,-3.415004029223277920e-02
-2.500000000000000052e-04,-5.048098690365460106e-11,2.753915542873863406e-02
-2.479999999999999566e-04,-5.172227528352925893e-11,-3.349396272278795141e-03
-2.460000000000001248e-04,-5.151904408583020315e-11,3.660976880265900263e-02
-2.440000000000000762e-04,-4.037604140910902568e-11,1.654303927945217564e-02
-2.420000000000000276e-04,-4.639196465328425198e-11,-2.583911508503812168e-02
-2.399999999999999790e-04,-4.838419476411173837e-11,-6.526710012861912380e-02
-2.379999999999999304e-04,-6.661978380057950108e-11,1.393836668486035379e-01
-2.360000000000000986e-04,-5.185897313427408417e-12,5.179568675245548731e-02
-2.340000000000000500e-04,-5.056707451560853698e-11,-1.074654126600154830e-01
-2.320000000000000014e-04,-3.849197231281373747e-11,9.180817616778474965e-02
-2.299999999999999527e-04,-2.211354769880032750e-11,-1.170929765277783918e-02
-2.280000000000001210e-04,-4.212096080464517929e-11,-5.315140498951910486e-02
-2.260000000000000724e-04,-3.858642615415817171e-11,-2.390767572431942711e-02
-2.240000000000000237e-04,-4.953051538621390038e-11,4.980383620102696307e-03
-2.219999999999999751e-04,-3.704288738879154277e-11,-1.187349591944584018e-02
-2.200000000000001434e-04,-5.321039280732163755e-11,-2.312734570535148956e-02
-2.180000000000000947e-04,-4.421059922772289219e-11,-1.622400632948182118e-03
-2.160000000000000461e-04,-5.371321316433245800e-11,1.179989237566682683e-02
-2.139999999999999975e-04,-4.055353328696303159e-11,6.425132300503041960e-02
-2.119999999999999489e-04,-3.380020739022862441e-11,1.158351489172017024e-01
-2.100000000000001171e-04,-4.653478916852378266e-12,-2.542319287706401934e-02
-2.080000000000000685e-04,-4.167945660845761950e-11,-4.691886982800637373e-02
-2.060000000000000199e-04,-1.919474720678888533e-11,-3.284619058597623015e-02
-2.039999999999999713e-04,-5.185926851279226755e-11,-1.072367903733380257e-01
-2.020000000000001395e-04,-5.242996674823806848e-11,1.552297314847785326e-01
-2.000000000000000909e-04,-3.749900568304214405e-12,9.135307114152761698e-02
-1.980000000000000423e-04,-2.411748775102062655e-11,-4.407724341057947526e-02
-1.959999999999999937e-04,-1.741048157256977128e-11,-4.832331709204717995e-02
-1.939999999999999451e-04,-3.909402749017039887e-11,-1.217774318666013933e-01
-1.920000000000001133e-04,-5.515219007754826874e-11,8.079595493235608786e-03
-1.900000000000000647e-04,-3.658996960957453321e-11,1.565205355649670893e-01
-1.880000000000000161e-04,-6.642771396364214433e-12,1.057987690805568676e-01
-1.859999999999999674e-04,-3.800426903515993415e-12,-7.488017868418275769e-02
-1.840000000000001357e-04,-2.984991112151873792e-11,-1.151715749414144313e-01
-1.820000000000000871e-04,-3.949482399229221818e-11,-2.377846365119389363e-02
-1.800000000000000384e-04,-3.721941982328462012e-11,6.627974396328341344e-02
-1.779999999999999898e-04,-1.895316255220556548e-11,-7.280677443868158530e-03
-1.759999999999999412e-04,-3.947587409065874167e-11,1.877514444999860144e-02
-1.740000000000001094e-04,-1.313430089525824409e-11,-2.609300934436352068e-02
-1.720000000000000608e-04,-4.756271528609639488e-11,-3.950370258554649489e-02
-1.700000000000000122e-04,-2.537743334597649369e-11,4.068744069244478040e-02
-1.679999999999999636e-04,-3.495271437796371070e-11,3.096764370283594872e-02
-1.660000000000001318e-04,-1.577982758435741367e-11,-8.417326404914793683e-03
-1.640000000000000832e-04,-3.756144306189661667e-11,-1.628471598320155311e-02
-1.620000000000000346e-04,-2.082684651309986171e-11,4.489956162796553824e-02
-1.599999999999999860e-04,-2.364600617848165121e-11,6.948289931455336327e-03
-1.579999999999999374e-04,-1.867340700315568513e-11,7.281615786180309184e-03
-1.560000000000001056e-04,-2.138926109661451122e-11,-1.131262020643642244e-02
-1.540000000000000570e-04,-2.217945576534770180e-11,-1.024775370851585023e-02
-1.520000000000000084e-04,-2.456528252660581804e-11,-5.456288637741522896e-02
-1.499999999999999598e-04,-3.908978571139682332e-11,1.102851995368822613e-01
-1.480000000000001280e-04,9.614711167899586035e-12,6.672262696048285313e-02
-1.460000000000000794e-04,-1.841086434781896773e-11,-1.736513417029455220e-01
-1.440000000000000308e-04,-4.420394980723552852e-11,6.048604333078148182e-02
-1.419999999999999821e-04,3.351921342280316830e-13,7.298134388901196534e-02
-1.400000000000001504e-04,-2.158530392891867037e-11,-4.406168420404141944e-02
-1.380000000000001018e-04,-1.332056670365402004e-11,5.072369531004604359e-02
-1.360000000000000531e-04,-5.864830165074936360e-12,-4.114970616439759393e-02
-1.340000000000000045e-04,-2.607383462298030245e-11,-8.645233779152559916e-02
-1.319999999999999559e-04,-3.265845590088493202e-11,2.093435394527679710e-02
-1.300000000000001241e-04,-1.958578283676832260e-11,7.411839831896295527e-02
-1.280000000000000755e-04,-9.687409941610582552e-12,-1.210021803450507180e-02
-1.260000000000000269e-04,-2.333592680765823004e-11,-1.612219441276276435e-02
-1.239999999999999783e-04,-1.468405958892499077e-11,-2.462036010962980262e-02
-1.220000000000001465e-04,-3.096635914887227257e-11,-5.397100846535945323e-02
-1.200000000000000979e-04,-3.141095256077239273e-11,7.263516110162092365e-02
-1.180000000000000493e-04,-8.455003510229657233e-12,1.412854812414936490e-01
-1.160000000000000007e-04,1.237676218462873888e-11,-8.649745065055130036e-03
-1.139999999999999521e-04,-1.113576423809021217e-11,-5.235409627171397351e-02
-1.120000000000001203e-04,-3.849011427459584786e-12,-5.826197041078155087e-02
-1.100000000000000717e-04,-2.919252788029397954e-11,-8.887552752810470857e-02
-1.080000000000000231e-04,-3.139364101750105047e-11,6.180204490796802758e-02
-1.059999999999999745e-04,-1.003861136082497153e-11,1.086434804898979839e-01
-1.040000000000001427e-04,2.277545086240986392e-12,-1.582471349554842588e-02
-1.020000000000000941e-04,-1.494306463077416313e-11,4.241442107339207616e-03
-1.000000000000000454e-04,3.592068386677308235e-12,-3.078992273106403998e-02
-9.799999999999999684e-05,-2.448559045673864941e-11,-1.616659254320526318e-01
-9.599999999999994822e-05,-4.651202840137261975e-11,9.332664091378123361e-02
-9.400000000000011645e-05,4.438544525629428279e-12,1.346581316946991180e-01
-9.200000000000006783e-05,-4.778286144328737869e-12,1.085742613436020514e-03
-9.000000000000001922e-05,4.775041860148895500e-12,-5.464223613281320949e-04
-8.799999999999997061e-05,-4.947635367462628340e-12,-9.745531435094455242e-02
-8.600000000000013883e-05,-2.542866674263498161e-11,-3.986899250385905064e-02
-8.400000000000009022e-05,-1.730397980996768575e-11,7.358829346077036537e-02
-8.200000000000004161e-05,-2.621912826049641405e-12,1.151809059309377714e-02
-7.999999999999999299e-05,-1.373425091163869505e-11,-1.329823843534118713e-02
-7.799999999999994438e-05,-6.743351675295220373e-12,1.043922777147431339e-03
-7.600000000000011260e-05,-1.341071453422399774e-11,-7.148952811825015630e-02
-7.400000000000006399e-05,-2.889964853622059021e-11,2.483982055952342616e-02
-7.200000000000001538e-05,-5.712266205140305588e-12,3.402747241815127360e-02
-6.999999999999996676e-05,-1.835372943214619432e-11,-2.613926531743123740e-04
-6.800000000000013499e-05,-5.793277975306287625e-12,4.497154962109203846e-02
-6.600000000000008638e-05,-4.415981765767968597e-12,2.567292859103961419e-02
-6.400000000000003776e-05,2.163370251711572844e-12,-3.067481406873942204e-02
-6.199999999999998915e-05,-1.392283269275271270e-11,-9.068274123417445487e-02
-5.999999999999994053e-05,-2.594135764107128635e-11,-5.706021330085953719e-02
-5.800000000000010876e-05,-3.160714336200749763e-11,5.950220428046827659e-02
-5.600000000000006015e-05,-7.500216167358020358e-12,1.028040707928619263e-01
-5.400000000000001153e-05,2.542714627014346573e-13,-2.514006008292465552e-02
-5.199999999999996292e-05,-1.529171583116107446e-11,-8.404982527487361160e-03
-5.000000000000013115e-05,-2.350631561446149832e-12,3.006841078380424401e-02
-4.800000000000008253e-05,-5.972803635236424934e-12,6.309065976823264622e-03
-4.600000000000003392e-05,-3.953026849365163688e-13,1.573389334710872944e-02
-4.399999999999998530e-05,-1.096497678928254772e-12,-6.588733997131666908e-02
-4.200000000000015353e-05,-2.081534884003663931e-11,-1.722427409771036533e-02
-4.000000000000010492e-05,-6.434707905904342665e-12,1.571804436679542782e-03
-3.800000000000005630e-05,-2.032820944181893611e-11,-3.548270594371207010e-02
-3.600000000000000769e-05,-1.743163832370519705e-11,8.365816614761781289e-02
-3.399999999999995907e-05,5.599436365848311746e-12,5.873647448978179531e-02
-3.200000000000012730e-05,7.721853636931898716e-13,-2.753429497656571107e-02
-3.000000000000007869e-05,-2.934093361022315339e-12,-8.431168769229507864e-02
-2.800000000000003007e-05,-2.535800223897555215e-11,-2.583872552781330684e-02
-2.599999999999998146e-05,-1.094212598302056783e-11,3.883936132618866222e-02
-2.400000000000014969e-05,-1.332076486893070146e-11,1.237908948322958280e-01
-2.200000000000010107e-05,2.742360235200777186e-11,6.432091478042419042e-02
-2.000000000000005246e-05,6.613809043546526212e-12,-6.628011577801989906e-02
-1.800000000000000384e-05,6.881825677733736905e-12,2.830056862372877513e-02
